candidate,party,votes,percentage,election_year,date,candidate_name,comment,postal_data,poll_data,final_percentage,negative_prob,neutral_prob,positive_prob
Maithripala,NDF,6217162,51.28,2015,12/25/2014,Maithripala,"we are with you sir, but do not believe other bad things you do your work correctly.",51.04,54.42,51.28,0.4815059006214142,0.4996251761913299,0.0188688673079013
Maithripala,NDF,6217162,51.28,2015,12/24/2014,Maithripala,"If people who ask for water for their thirst are answered with a bullet, will their thirst be quenched?",51.04,54.42,51.28,0.0381850264966487,0.9391547441482544,0.0226601716130971
Maithripala,NDF,6217162,51.28,2015,12/24/2014,Maithripala,win win,51.04,54.42,51.28,0.0047614960931241,0.0971399322152137,0.8980985879898071
Maithripala,NDF,6217162,51.28,2015,12/24/2014,Maithripala,It will help to create better governance by adopting laws that require certain minimum qualifications to be met in the selection of those who are suitable for politics.,51.04,54.42,51.28,0.0037941469345241,0.2349965125322342,0.7612093687057495
Maithripala,NDF,6217162,51.28,2015,12/24/2014,Maithripala,save our contry,51.04,54.42,51.28,0.0172151122242212,0.8518572449684143,0.1309276521205902
Maithripala,NDF,6217162,51.28,2015,12/24/2014,Maithripala,We are with you always,51.04,54.42,51.28,0.0019335454562678,0.0251002945005893,0.972966194152832
Maithripala,NDF,6217162,51.28,2015,12/24/2014,Maithripala,"Super.. Sinhal, Muslim, Tamil.. We all support u Maithri we respect muslims & tamils..",51.04,54.42,51.28,0.0012796635273844,0.0310677997767925,0.9676525592803956
Maithripala,NDF,6217162,51.28,2015,12/24/2014,Maithripala,win for sure,51.04,54.42,51.28,0.0024994146078824,0.0738553330302238,0.9236452579498292
Maithripala,NDF,6217162,51.28,2015,12/24/2014,Maithripala,This leaders dont have SMILES at their faces...look at all the rest leaders .. look at their faces .they look like they just got out of prison before u vote look at their face vote to the leader who has the best smile....u cannot fake SMILES.. IT COMES FROM UR HEART.,51.04,54.42,51.28,0.5792237520217896,0.3647645115852356,0.0560117289423942
Maithripala,NDF,6217162,51.28,2015,12/22/2014,Maithripala,"The story about the state intelligence agencies cannot be accepted. Under that definition, the intelligence department has to be shut down.. Anyone can define anything as a political or civil matter…",51.04,54.42,51.28,0.95255708694458,0.0452202185988426,0.0022227151785045
Maithripala,NDF,6217162,51.28,2015,12/22/2014,Maithripala,good news,51.04,54.42,51.28,0.0023788446560502,0.0308410320430994,0.966780126094818
Maithripala,NDF,6217162,51.28,2015,12/22/2014,Maithripala,all the best,51.04,54.42,51.28,0.0031961987260729,0.0232412684708833,0.9735625386238098
Maithripala,NDF,6217162,51.28,2015,12/22/2014,Maithripala,Mr. Sirisena is going to lie in a few moments.All the idiots of this country should watch it.,51.04,54.42,51.28,0.9743958711624146,0.0226964317262172,0.0029077492654323
Maithripala,NDF,6217162,51.28,2015,12/22/2014,Maithripala,sure win,51.04,54.42,51.28,0.0037364545278251,0.1034273877739906,0.8928361535072327
Maithripala,NDF,6217162,51.28,2015,12/22/2014,Maithripala,next president for sure maithri,51.04,54.42,51.28,0.0036837076768279,0.5072160959243774,0.4891001880168915
Maithripala,NDF,6217162,51.28,2015,12/22/2014,Maithripala,like you,51.04,54.42,51.28,0.12931989133358,0.7769736051559448,0.0937065109610557
Maithripala,NDF,6217162,51.28,2015,12/22/2014,Maithripala,all the best,51.04,54.42,51.28,0.0031961987260729,0.0232412684708833,0.9735625386238098
Maithripala,NDF,6217162,51.28,2015,12/18/2014,Maithripala,poor mahinda rajapaksa,51.04,54.42,51.28,0.9560181498527528,0.0393720269203186,0.0046097803860902
Maithripala,NDF,6217162,51.28,2015,12/18/2014,Maithripala,nice congratulations,51.04,54.42,51.28,0.0029134969227015,0.031653456389904,0.9654330015182496
Maithripala,NDF,6217162,51.28,2015,12/18/2014,Maithripala,win for mahinda,51.04,54.42,51.28,0.0017255699494853,0.0844227150082588,0.9138517379760742
Maithripala,NDF,6217162,51.28,2015,12/18/2014,Maithripala,we are with you,51.04,54.42,51.28,0.0031035256106406,0.1087125837802887,0.8881838917732239
Maithripala,NDF,6217162,51.28,2015,12/18/2014,Maithripala,like you,51.04,54.42,51.28,0.12931989133358,0.7769736051559448,0.0937065109610557
Maithripala,NDF,6217162,51.28,2015,12/11/2014,Maithripala,I like it new lanka president,51.04,54.42,51.28,0.0014373188605532,0.0115614859387278,0.9870011806488036
Maithripala,NDF,6217162,51.28,2015,12/11/2014,Maithripala,crazy person,51.04,54.42,51.28,0.906678318977356,0.0773916095495224,0.0159300453960895
Maithripala,NDF,6217162,51.28,2015,12/11/2014,Maithripala,Hello maithri admin...please try to deliver news specially in tamil too as upfa carrying out campaign that maithri avoiding tamil language ...bla bla...! Sahodara demala ha wathukare demala ayawath langaraganne ne pls ! Our vote for maithri ta!,51.04,54.42,51.28,0.0476134978234767,0.8565096259117126,0.0958768725395202
Maithripala,NDF,6217162,51.28,2015,12/11/2014,Maithripala,god bless,51.04,54.42,51.28,0.0026482641696929,0.0369942337274551,0.960357427597046
Maithripala,NDF,6217162,51.28,2015,12/11/2014,Maithripala,this guy crazy,51.04,54.42,51.28,0.8929507732391357,0.0904484167695045,0.0166007727384567
Maithripala,NDF,6217162,51.28,2015,12/11/2014,Maithripala,All tha best sir u are hero my sri lanka we are always with u next president 2015 good luck sir budu saranai take care,51.04,54.42,51.28,0.0015639000339433,0.0068805897608399,0.9915555119514464
Maithripala,NDF,6217162,51.28,2015,12/10/2014,Maithripala,This crowed I saw 1st time I am also SLFE member this time support to Maithri,51.04,54.42,51.28,0.0019821911118924,0.473969966173172,0.5240478515625
Maithripala,NDF,6217162,51.28,2015,12/10/2014,Maithripala,win,51.04,54.42,51.28,0.0048195947892963,0.288595587015152,0.7065848708152771
Maithripala,NDF,6217162,51.28,2015,12/10/2014,Maithripala,Masha Allah definitely you will win,51.04,54.42,51.28,0.0015157071175053,0.0159720834344625,0.9825122356414796
Maithripala,NDF,6217162,51.28,2015,12/10/2014,Maithripala,Mr. MAITHREE !!! -- DO NOT WORRY WHTER RAUF HAKEEM AND RISHAD BADUDEEN AND THE CLADS JOIN WITH YOU OR NOT -- THE MUSLIMS IN SRILANKA WILL VOTE FOR YOU [ WE EXPECT MORE THAN 85 PERCENT MUSLIM VOTES WILL BE CAST FOR YOU-- MUSLIMS ARE WITH YOU--,51.04,54.42,51.28,0.0027752821333706,0.1848896145820617,0.8123351335525513
Maithripala,NDF,6217162,51.28,2015,12/10/2014,Maithripala,2015-2020 our leader,51.04,54.42,51.28,0.0033876758534461,0.6350578665733337,0.3615544438362121
Maithripala,NDF,6217162,51.28,2015,12/10/2014,Maithripala,like modhi from india,51.04,54.42,51.28,0.0099155027419328,0.9641068577766418,0.0259775910526514
Maithripala,NDF,6217162,51.28,2015,12/10/2014,Maithripala,i wish you our future president from village family,51.04,54.42,51.28,0.0014693826669827,0.0505289956927299,0.9480016827583312
Maithripala,NDF,6217162,51.28,2015,12/10/2014,Maithripala,wow nice.....,51.04,54.42,51.28,0.0040957005694508,0.0435471907258033,0.9523571133613586
Maithripala,NDF,6217162,51.28,2015,12/9/2014,Maithripala,Our country need democracy and for that we should vote to Maithipala and the way forward to develop is by a UNP Leadership.,51.04,54.42,51.28,0.0029193200170993,0.321186363697052,0.6758943200111389
Maithripala,NDF,6217162,51.28,2015,12/9/2014,Maithripala,"Super Sir, we salute you.",51.04,54.42,51.28,0.00186123768799,0.0076861670240759,0.9904526472091676
Maithripala,NDF,6217162,51.28,2015,12/9/2014,Maithripala,well done,51.04,54.42,51.28,0.0059666791930794,0.0781368538737297,0.915896475315094
Maithripala,NDF,6217162,51.28,2015,12/9/2014,Maithripala,buddhist leader,51.04,54.42,51.28,0.0196280013769865,0.9467691779136658,0.0336027853190898
Maithripala,NDF,6217162,51.28,2015,12/7/2014,Maithripala,everyone work to gather including all religious betterment for the country,51.04,54.42,51.28,0.0026918463408946,0.3715366125106811,0.6257715821266174
Maithripala,NDF,6217162,51.28,2015,12/7/2014,Maithripala,god bless you all,51.04,54.42,51.28,0.001972057390958,0.0178784932941198,0.9801494479179382
Maithripala,NDF,6217162,51.28,2015,12/1/2014,Maithripala,your win,51.04,54.42,51.28,0.0040013561956584,0.1861940026283264,0.8098046183586121
Maithripala,NDF,6217162,51.28,2015,12/1/2014,Maithripala,agree,51.04,54.42,51.28,0.0090129831805825,0.5172025561332703,0.4737843871116638
Maithripala,NDF,6217162,51.28,2015,12/1/2014,Maithripala,dear maithri son your win is sure,51.04,54.42,51.28,0.0015027211047708,0.0738072395324707,0.9246900677680968
Maithripala,NDF,6217162,51.28,2015,12/1/2014,Maithripala,"It is better to put this on the banner of Cargills as ""Going Home"".",51.04,54.42,51.28,0.0080285435542464,0.950039565563202,0.0419319421052932
Maithripala,NDF,6217162,51.28,2015,12/1/2014,Maithripala,winning moment,51.04,54.42,51.28,0.0030874283984303,0.0580872856080532,0.9388253092765808
Maithripala,NDF,6217162,51.28,2015,12/1/2014,Maithripala,well done,51.04,54.42,51.28,0.0059666791930794,0.0781368538737297,0.915896475315094
Maithripala,NDF,6217162,51.28,2015,11/30/2014,Maithripala,win for sure,51.04,54.42,51.28,0.0024994146078824,0.0738553330302238,0.9236452579498292
Maithripala,NDF,6217162,51.28,2015,11/30/2014,Maithripala,The Great Educated people have now in one side,51.04,54.42,51.28,0.0017272151308134,0.0626255050301551,0.9356473684310912
Maithripala,NDF,6217162,51.28,2015,11/26/2014,Maithripala,"May Triple Gems Bless you Sir, You will be the change agent!",51.04,54.42,51.28,0.0012484197504818,0.010428162291646,0.9883233308792114
Maithripala,NDF,6217162,51.28,2015,11/26/2014,Maithripala,we are with u presidant,51.04,54.42,51.28,0.0019556544721126,0.0593373328447341,0.9387070536613464
Maithripala,NDF,6217162,51.28,2015,11/26/2014,Maithripala,Sir after you are selected dont give up the ongoing development.,51.04,54.42,51.28,0.0026525717694312,0.2545608282089233,0.7427865862846375
Maithripala,NDF,6217162,51.28,2015,11/26/2014,Maithripala,Please use common language,51.04,54.42,51.28,0.1132757812738418,0.8565685749053955,0.0301557481288909
Maithripala,NDF,6217162,51.28,2015,11/26/2014,Maithripala,win sure,51.04,54.42,51.28,0.005551881622523,0.4940365254878998,0.5004116296768188
Maithripala,NDF,6217162,51.28,2015,11/25/2014,Maithripala,we are with you....,51.04,54.42,51.28,0.0035591346677392,0.1646656244993209,0.8317752480506897
Maithripala,NDF,6217162,51.28,2015,11/25/2014,Maithripala,agree,51.04,54.42,51.28,0.0090129831805825,0.5172025561332703,0.4737843871116638
Maithripala,NDF,6217162,51.28,2015,11/25/2014,Maithripala,you’re the man,51.04,54.42,51.28,0.002374094678089,0.0165622774511575,0.9810636043548584
Maithripala,NDF,6217162,51.28,2015,11/25/2014,Maithripala,we are with you,51.04,54.42,51.28,0.0031035256106406,0.1087125837802887,0.8881838917732239
Maithripala,NDF,6217162,51.28,2015,11/25/2014,Maithripala,"It's not about Maithripala Sirisena or Mahinda Rajapaksa, it's all about a TRUE LEADER for SRI LANKA, who is willing to sacrifice everything for his people",51.04,54.42,51.28,0.0182166490703821,0.2844111323356628,0.6973721981048584
Maithripala,NDF,6217162,51.28,2015,11/25/2014,Maithripala,You are a true leader sir.,51.04,54.42,51.28,0.0016263599973171,0.0122772706672549,0.9860963225364684
Maithripala,NDF,6217162,51.28,2015,11/25/2014,Maithripala,It is really outrageous. Mahinda party is shivering.,51.04,54.42,51.28,0.9582538604736328,0.0363392196595668,0.0054068616591393
Maithripala,NDF,6217162,51.28,2015,11/24/2014,Maithripala,victory for maithri,51.04,54.42,51.28,0.001786453416571,0.0537725053727626,0.944441020488739
Maithripala,NDF,6217162,51.28,2015,11/23/2014,Maithripala,"Tamil, Sinhala, Mslims.. Lets all be united & give Votes to Maithripala Sirisena. We have got So much tired on Current Government. We Need new life in Sri Lanka. Lets we can make change that in this Chance.",51.04,54.42,51.28,0.0119265625253319,0.4699254333972931,0.5181480050086975
Maithripala,NDF,6217162,51.28,2015,11/23/2014,Maithripala,congratulations mr president,51.04,54.42,51.28,0.0026587576139718,0.026859326288104,0.9704819321632384
Maithripala,NDF,6217162,51.28,2015,11/23/2014,Maithripala,no one can stop your win,51.04,54.42,51.28,0.0178956389427185,0.5515460968017578,0.4305582642555237
Maithripala,NDF,6217162,51.28,2015,11/22/2014,Maithripala,"What we need is your solution to the present degradation..!..your plan to make my motherland free from suspicion and fear, corruption and fraud....!!! Please engage in an intellectual conversation….",51.04,54.42,51.28,0.1151050552725792,0.7191022038459778,0.1657927185297012
Maithripala,NDF,6217162,51.28,2015,11/22/2014,Maithripala,An evil stepmother named Maithripala hangs a boy named Ranil from the shoulder of a little girl named Maithripala and is orphaned in the cemetery named EJPA.,51.04,54.42,51.28,0.9555408358573914,0.0419724471867084,0.0024867220781743
Maithripala,NDF,6217162,51.28,2015,11/22/2014,Maithripala,"Maithripala sirisena is perfect, MR done many years enough now, we need new leaders, otherwise our young people do not have future, we make leaders not boarn.. MAITHRII OBETE JAYE...",51.04,54.42,51.28,0.1421871483325958,0.6146579384803772,0.2431549578905105
Maithripala,NDF,6217162,51.28,2015,11/22/2014,Maithripala,Please be very careful with men who come from Wimal Weerawansa's party. They too are like their so called leader. Better leave them a side.,51.04,54.42,51.28,0.6393742561340332,0.3510672152042389,0.0095585044473409
Maithripala,NDF,6217162,51.28,2015,11/22/2014,Maithripala,Current setup by MS looks perfact for SL democracy. Their to be four divisions within the system. The judiciary which will function as before without any political interference. I think the 43rd Chief Justice . Mrs S Bandaranyaka should nbe reinstated.…,51.04,54.42,51.28,0.2609162032604217,0.7224296927452087,0.0166541151702404
Maithripala,NDF,6217162,51.28,2015,11/22/2014,Maithripala,"Mr. Mahinda, you are winning the war..that is very good..but as of today, is it possible for a man with heart and soul to vote for Mr. Mahinda? The little ones drive car races with the money they have to eat and drink.. A girl can't walk on the road.",51.04,54.42,51.28,0.0714244395494461,0.3249604403972626,0.6036151051521301
Maithripala,NDF,6217162,51.28,2015,11/22/2014,Maithripala,win,51.04,54.42,51.28,0.0048195947892963,0.288595587015152,0.7065848708152771
Maithripala,NDF,6217162,51.28,2015,11/22/2014,Maithripala,god bless you sir and you must win,51.04,54.42,51.28,0.0015890533104538,0.0093471677973866,0.989063799381256
Maithripala,NDF,6217162,51.28,2015,11/22/2014,Maithripala,congratulations,51.04,54.42,51.28,0.0052420347929,0.0794823095202446,0.9152756929397584
Maithripala,NDF,6217162,51.28,2015,11/22/2014,Maithripala,The solid foundation for a national government. Well done!!! Keep up the good work!!,51.04,54.42,51.28,0.0019113161833956,0.0069428570568561,0.9911457896232604
Maithripala,NDF,6217162,51.28,2015,11/22/2014,Maithripala,Good Luck Mr.President,51.04,54.42,51.28,0.0015968256630003,0.0095069520175457,0.9888962507247924
Maithripala,NDF,6217162,51.28,2015,11/22/2014,Maithripala,son of people good luck,51.04,54.42,51.28,0.002362992381677,0.0937427803874015,0.9038941860198976
Maithripala,NDF,6217162,51.28,2015,11/22/2014,Maithripala,"be a good president, that’s enough",51.04,54.42,51.28,0.0022569997236132,0.0187609754502773,0.9789820313453674
Maithripala,NDF,6217162,51.28,2015,11/21/2014,Maithripala,"The state the country is in is sick and sick, vote for Mahinda again, stop talking idiots!!! You win!! Thank you to the rest of you who finally made a decision!! Let the people take the right decision without being stupid people who can't see Ace anymore.",51.04,54.42,51.28,0.9735763072967528,0.0221279896795749,0.0042956951074302
Maithripala,NDF,6217162,51.28,2015,11/21/2014,Maithripala,Good Decision Sir... We will support,51.04,54.42,51.28,0.0016805006889626,0.0118778627365827,0.9864416718482972
Maithripala,NDF,6217162,51.28,2015,11/21/2014,Maithripala,Good luck an you will win it's sure.,51.04,54.42,51.28,0.0016151907620951,0.0082610268145799,0.9901238083839417
Maithripala,NDF,6217162,51.28,2015,11/21/2014,Maithripala,"All the very best for your future sir! No matter what others say, We're with u till the end",51.04,54.42,51.28,0.0015389177715405,0.0083102714270353,0.9901508092880248
Maithripala,NDF,6217162,51.28,2015,11/21/2014,Maithripala,Super sir.. and pls change ur shirt colour. (Green),51.04,54.42,51.28,0.0240190867334604,0.8115653395652771,0.1644156128168106
Maithripala,NDF,6217162,51.28,2015,11/21/2014,Maithripala,"If the executive presidential system is abolished and Ranil is given the prime ministership, what will happen to our temple of tooth ? Then Sri Lanka will become the 51st state of America",51.04,54.42,51.28,0.3628701269626617,0.6287510395050049,0.0083788307383656
Maithripala,NDF,6217162,51.28,2015,11/21/2014,Maithripala,we like to meet you sir,51.04,54.42,51.28,0.001514975563623,0.0443071275949478,0.9541778564453124
Maithripala,NDF,6217162,51.28,2015,11/21/2014,Maithripala,You are finish,51.04,54.42,51.28,0.1674737185239792,0.7922269105911255,0.0402993783354759
Maithripala,NDF,6217162,51.28,2015,11/21/2014,Maithripala,Well Done... Very Excellent Decision sir.... We warmly welcome you and we will support your victory.... Jayawewa,51.04,54.42,51.28,0.0017465588171035,0.0062149749137461,0.9920384883880616
Maithripala,NDF,6217162,51.28,2015,11/21/2014,Maithripala,GOD OF MINNERIYA,51.04,54.42,51.28,0.0030771952588111,0.2282310873270034,0.7686917185783386
Maithripala,NDF,6217162,51.28,2015,11/21/2014,Maithripala,Need a change,51.04,54.42,51.28,0.0652527809143066,0.8802264928817749,0.0545206628739833
Maithripala,NDF,6217162,51.28,2015,11/21/2014,Maithripala,"rising again sri lanka ,,,,,wish u all da best and wish u healthy future !!!!!!!",51.04,54.42,51.28,0.0013963079545646,0.0090441759675741,0.989559531211853
Maithripala,NDF,6217162,51.28,2015,11/21/2014,Maithripala,gd luck sir,51.04,54.42,51.28,0.0020410693250596,0.0358480960130691,0.9621108770370485
Maithripala,NDF,6217162,51.28,2015,11/21/2014,Maithripala,Well done sir,51.04,54.42,51.28,0.0027410231996327,0.0337198749184608,0.9635391235351562
Maithripala,NDF,6217162,51.28,2015,11/21/2014,Maithripala,We want law and order in this country,51.04,54.42,51.28,0.0307093393057584,0.8055521845817566,0.1637385636568069
Maithripala,NDF,6217162,51.28,2015,11/21/2014,Maithripala,The time came. You can do it sir. We all with you always,51.04,54.42,51.28,0.0013590814778581,0.0207923967391252,0.977848470211029
Maithripala,NDF,6217162,51.28,2015,11/21/2014,Maithripala,you are our president.thank you for Mr.Maitreepala Sirisena,51.04,54.42,51.28,0.0015450158389285,0.0091726873070001,0.989282250404358
Maithripala,NDF,6217162,51.28,2015,11/21/2014,Maithripala,All the best for the New Sri Lankan President...,51.04,54.42,51.28,0.0012551265535876,0.0143950739875435,0.98434978723526
Maithripala,NDF,6217162,51.28,2015,11/21/2014,Maithripala,dont stop sir go ahead . stay calm .EVERY ACTION HAS A REACTION . you will have a good reaction for good actions that you did,51.04,54.42,51.28,0.0016874553402885,0.0517945103347301,0.946518063545227
Maithripala,NDF,6217162,51.28,2015,11/15/2014,Maithripala,This is the most suited man to become next president of Sri Lanka .,51.04,54.42,51.28,0.0013579378137364,0.0120158251374959,0.9866262078285216
Maithripala,NDF,6217162,51.28,2015,11/11/2014,Maithripala,next president of sri lanka,51.04,54.42,51.28,0.0081125581637024,0.9430335760116576,0.0488539300858974
Maithripala,NDF,6217162,51.28,2015,11/11/2014,Maithripala,he should come next prsident we all will suport him as human being,51.04,54.42,51.28,0.0016227111918851,0.0511768795549869,0.9472004771232604
Maithripala,NDF,6217162,51.28,2015,11/11/2014,Maithripala,"Mr. Rajapaksa still does not straighten his back.. I also personally like him.. a leader... but he too is nothing but a bulwark, he is not even a word against the Rajapaksa.",51.04,54.42,51.28,0.967446744441986,0.0292203985154628,0.0033329357393085
Maithripala,NDF,6217162,51.28,2015,11/11/2014,Maithripala,Clean politician. You can.u will. god is with u,51.04,54.42,51.28,0.0016843407647684,0.0345159620046615,0.9637997150421144
Maithripala,NDF,6217162,51.28,2015,11/11/2014,Maithripala,majority is blessing you,51.04,54.42,51.28,0.00182117940858,0.0730376094579696,0.925141215324402
Maithripala,NDF,6217162,51.28,2015,11/11/2014,Maithripala,"It is not because of anything else but because Chandrika Hakeem and Mangala never believe in bad people, it is better to believe in ginger than to give them chillies. If there are no people like Hakeem, we will dedicate ourselves to win Maithripala.",51.04,54.42,51.28,0.0489227920770645,0.6947688460350037,0.2563083171844482
Maithripala,NDF,6217162,51.28,2015,11/10/2014,Maithripala,our leader's great job.......,51.04,54.42,51.28,0.0022185023408383,0.0069876490160822,0.9907938838005066
Maithripala,NDF,6217162,51.28,2015,11/10/2014,Maithripala,Great job. .......we wish to see many more. ......,51.04,54.42,51.28,0.0024924280587583,0.0049987495876848,0.992508828639984
Maithripala,NDF,6217162,51.28,2015,10/30/2014,Maithripala,next president of sri lanka,51.04,54.42,51.28,0.0081125581637024,0.9430335760116576,0.0488539300858974
Maithripala,NDF,6217162,51.28,2015,10/30/2014,Maithripala,"If for some reason Muslim extremists like Rauf Hakeem join forces with Maithripala, we will again go shopping for Mahinda without thinking twice. It is not because of anything but because Chandrika Hakeem and Mangala will never believe in scumbags",51.04,54.42,51.28,0.9712368845939636,0.0265407133847475,0.002222382929176
Maithripala,NDF,6217162,51.28,2015,10/30/2014,Maithripala,I am proud of you sir,51.04,54.42,51.28,0.0020026247948408,0.0066190911456942,0.9913783073425292
Mahinda,SLFP,5768090,47.58,2015,12/31/2014,Mahinda,Happy new year to you my king !!! All the best !!!!!,45.04,45.46,47.58,0.0025293675716966,0.0047160936519503,0.9927545189857484
Mahinda,SLFP,5768090,47.58,2015,12/31/2014,Mahinda,go sri lanka go...,45.04,45.46,47.58,0.0024181948974728,0.2754530608654022,0.722128689289093
Mahinda,SLFP,5768090,47.58,2015,12/31/2014,Mahinda,Good luck .,45.04,45.46,47.58,0.0017768326215445,0.0148747554048895,0.9833484292030334
Mahinda,SLFP,5768090,47.58,2015,12/31/2014,Mahinda,win,45.04,45.46,47.58,0.0048195947892963,0.288595587015152,0.7065848708152771
